p,Sequence,name,simbad,feh,cfe,nfe,ofe,nafe,mgfe,alfe,sife,cafe,scfe,tife,vfe,crfe,mnfe,cofe,nife,znfe,gafe,gefe,srfe,yfe,zrfe,nbfe,mofe,rufe,rhfe,pdfe,agfe,bafe,lafe,cefe,prfe,ndfe,smfe,eufe,gdfe,tbfe,dyfe,hofe,erfe,tmfe,ybfe,lufe,hffe,osfe,irfe,ptfe,aufe,pbfe,thfe,ufe,ref
1,1089,HIP117029,LHS  4004,-0.79,nan,nan,nan,0.19,0.38,0.38,0.4,0.25,nan,0.35,0.1,0.03,nan,nan,0.1,nan,nan,nan,nan,-0.07,0.13,nan,nan,nan,nan,nan,nan,-0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1090,HIP117041,LHS  4005,-0.86,nan,nan,nan,0.19,0.49,0.46,0.47,0.32,nan,0.35,0.24,0.08,nan,nan,0.1,nan,nan,nan,nan,-0.01,0.22,nan,nan,nan,nan,nan,nan,-0.17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1091,G90-36,LHS  5131,-1.73,nan,nan,nan,-0.58,0.24,nan,0.4,0.29,nan,0.18,nan,0.03,nan,nan,-0.13,nan,nan,nan,nan,-0.19,nan,nan,nan,nan,nan,nan,nan,-0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1092,HIP74067,LHS  5289 a,-0.88,nan,nan,nan,0.18,0.34,0.3,0.39,0.24,nan,0.34,0.08,0,nan,nan,0.07,nan,nan,nan,nan,-0.03,0,nan,nan,nan,nan,nan,nan,-0.14,nan,nan,nan,nan,nan,0.47,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1093,G197-30,LHS  6213,-1.67,nan,nan,nan,-0.49,0.08,nan,nan,0.12,nan,0.35,nan,0.13,nan,nan,0.16,nan,nan,nan,nan,-0.46,nan,nan,nan,nan,nan,nan,nan,-0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1094,HIP60632,LHS  6233,-1.63,nan,nan,nan,0.11,0.39,nan,0.66,0.36,nan,0.49,-0.08,-0.01,nan,nan,0.08,nan,nan,nan,nan,0.09,0.28,nan,nan,nan,nan,nan,nan,-0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1095,G16-25,LHS  6298,-1.8,nan,nan,nan,-0.47,0.07,nan,nan,0.17,nan,0.25,nan,-0.06,nan,nan,-0.14,nan,nan,nan,nan,-0.03,nan,nan,nan,nan,nan,nan,nan,-0.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1096,HIP78640,LHS  6300,-1.46,nan,nan,nan,-0.03,0.37,nan,0.46,0.38,nan,0.41,0.01,-0.03,nan,nan,0.01,nan,nan,nan,nan,0.1,0.37,nan,nan,nan,nan,nan,nan,0.02,nan,nan,nan,nan,nan,0.41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1097,LP56-75,LP   56-75,-2.78,nan,nan,nan,nan,0.24,-0.78,nan,0.22,-0.1,0.57,nan,-0.24,-0.75,0.43,0.2,nan,nan,nan,-0.26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RYA91
1,1100,LP625-44,LP  625-44,-2.72,2.39,1.09,2.03,1.83,1.1,-0.02,nan,0.36,0.33,0.35,nan,-0.16,-0.41,2.51,-0.13,nan,nan,nan,1.22,0.96,1.36,nan,nan,nan,nan,nan,nan,2.8,2.64,2.34,2.55,2.3,2.24,2,2.35,nan,1.72,nan,2.1,2.02,nan,nan,2.67,nan,nan,nan,nan,2.97,nan,nan,AOK02
1,1102,LP635-14,LP  635-14,-2.65,nan,nan,nan,nan,0.18,-0.74,0.08,0.39,0.1,0.6,nan,-0.14,-0.59,0.27,-0.04,nan,nan,nan,-0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RYA91
1,1104,LP651-4,LP  651-4,-2.69,nan,nan,nan,nan,0.4,nan,nan,0.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ARN05
1,1105,LP685-44,LP  685-44,-2.52,nan,nan,nan,nan,0.39,nan,0.21,0.58,0.13,0.73,nan,0.27,nan,0.17,0.07,nan,nan,nan,-0.05,0.06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RYA91
1,1106,LP685-47,LP  685-47,-2.64,nan,nan,nan,nan,0.75,-0.6,nan,0.65,-0.01,0.5,nan,0.44,-0.42,-0.14,nan,nan,nan,nan,0.16,0.11,nan,nan,nan,nan,nan,nan,nan,0.78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RYA91
1,1107,HIP11952,LP  710-89,-1.69,nan,nan,nan,-0.02,0.46,nan,0.35,0.38,nan,0.46,nan,-0.02,nan,nan,-0.04,nan,nan,nan,nan,0,-0.37,nan,nan,nan,nan,nan,nan,0.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1108,LP732-48,LP  732-48,-2.31,nan,nan,nan,nan,nan,-0.93,0.26,0.18,nan,0.32,nan,-0.2,nan,nan,-0.38,nan,nan,nan,0.33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RYA91
1,1109,LP815-43,LP  815-43,-3.05,nan,nan,nan,nan,0.02,-0.64,nan,0.44,0.33,0.64,nan,0.1,-0.6,nan,0.13,nan,nan,nan,-0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RYA91
1,1111,LP831-70,LP  831-70,-2.91,nan,nan,nan,nan,0.64,0.1,0.1,0.09,0.38,0.32,nan,-0.27,-0.72,0.58,-0.02,nan,nan,nan,-1.51,nan,nan,nan,nan,nan,nan,nan,nan,-0.82,nan,nan,nan,nan,nan,1.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,COH04
1,1115,CD-33_1173,LTT  1579,-3.14,nan,nan,nan,nan,0.46,-0.79,nan,0.49,0,0.64,nan,-0.1,-0.43,nan,0.14,nan,nan,nan,-0.22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RYA91
1,1117,HIP18235,LTT  1823,-0.7,nan,nan,nan,0.08,0.34,0.38,0.36,0.26,nan,0.34,0.16,0.05,nan,nan,0,nan,nan,nan,nan,0.25,0.35,nan,nan,nan,nan,nan,nan,-0.02,nan,nan,nan,nan,nan,0.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1118,HIP19007,LTT  1856,-0.6,nan,nan,nan,0.24,0.16,0.31,0.26,0.18,nan,0.3,0.24,nan,nan,nan,0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1119,HIP22632,LTT  2108,-1.57,nan,nan,nan,-0.1,0.32,nan,0.65,0.36,nan,nan,nan,nan,nan,nan,0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1120,HIP26688,LTT  2347,-0.58,nan,nan,nan,0.2,0.07,nan,0.33,0.15,nan,0.38,-0.05,nan,nan,nan,0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1121,HIP31188,LTT  2579,-0.78,nan,nan,nan,0.21,0.17,nan,0.38,0.16,nan,0.07,0.2,-0.01,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1122,HD63598,LTT  2953,-0.84,nan,nan,0.43,0.2,0.29,0.26,0.27,0.24,nan,0.41,0.22,0.06,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1123,HD76932,LTT  3317,-0.89,nan,nan,0.47,0.2,0.3,0.19,0.28,0.26,nan,0.37,0.22,-0.03,nan,nan,0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1125,HD91121,LTT  3854,-1.08,nan,nan,0.64,0.13,0.39,0.36,0.44,0.28,nan,0.3,0.08,0.18,nan,nan,-0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1127,BD-13_3442,LTT  4374,-2.99,nan,nan,nan,nan,0.43,-0.63,-0.03,0.53,0.3,0.76,nan,-0.08,-0.52,nan,-0.15,nan,nan,nan,0.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RYA91
1,1128,HIP58229,LTT  4444,-0.92,nan,nan,nan,-0.07,0.14,nan,0.26,0.2,nan,0.25,-0.09,-0.02,nan,nan,-0.09,nan,nan,nan,nan,-0.14,0.04,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,0.29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1129,HIP62747,LTT  4915,-1.52,nan,nan,nan,0.07,0.52,0.41,0.57,0.4,nan,0.31,0.01,-0.03,nan,nan,0.03,nan,nan,nan,nan,0.01,0.32,nan,nan,nan,nan,nan,nan,0.01,nan,nan,nan,nan,nan,0.23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1130,HIP66815,LTT  5308,-0.62,nan,nan,nan,0.05,0.1,0.05,0.19,0.09,nan,0.22,0.05,0,nan,nan,-0.01,nan,nan,nan,nan,-0.17,-0.1,nan,nan,nan,nan,nan,nan,-0.01,nan,nan,nan,nan,nan,0.19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1131,HD122196,LTT  5468,-1.69,nan,nan,0.35,-0.09,0.16,nan,-0.07,0.2,nan,nan,nan,nan,nan,nan,0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.34,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1132,HD124785,LTT  5609,-0.69,nan,nan,0.53,0.31,0.3,0.36,0.33,0.26,nan,0.32,0.16,0.1,nan,nan,0.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1133,HIP70681,LTT  5705,-1.23,nan,nan,nan,-0.14,0.27,0.28,0.51,0.31,nan,0.36,0.01,0.01,nan,nan,-0.01,nan,nan,nan,nan,0.15,nan,nan,nan,nan,nan,nan,nan,0.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1135,HD128279,LTT  5780,-2.38,nan,nan,nan,-0.03,0.57,-0.65,0.42,0.46,0.17,0.39,0.06,-0.08,-0.35,0.03,0,nan,nan,nan,-0.43,-0.55,-0.29,nan,nan,nan,nan,0.54,nan,-0.54,-0.19,nan,0.98,0.17,nan,0.08,nan,0.84,0.26,1.01,0.2,1.02,-0.07,nan,nan,1.04,nan,nan,nan,nan,-0.2,nan,JOH02ab
1,1138,HD142945,LTT  6365,-1,nan,nan,0.7,0.2,0.34,0.36,0.35,0.3,0.11,0.49,0.18,0.03,nan,nan,0.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1139,HD144450,LTT  6417,-1.17,nan,nan,0.7,0.13,0.39,0.45,0.46,0.33,nan,nan,0.16,0.11,nan,nan,0.17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1140,HD160617,LTT  7043,-1.77,nan,nan,0.38,0.33,0.3,nan,0.34,0.42,nan,nan,nan,nan,nan,nan,-0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1141,HIP88039,LTT  7150,-0.94,nan,nan,nan,0.15,0.38,0.34,0.49,0.32,nan,0.38,0.15,0.04,nan,nan,0.07,nan,nan,nan,nan,-0.02,0.08,nan,nan,nan,nan,nan,nan,-0.07,nan,nan,nan,nan,nan,0.39,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1142,HD166161,LTT  7220,-1.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BUR00
1,1143,HD166913,LTT  7244,-1.54,nan,nan,0.57,0,0.35,nan,0.39,0.35,nan,nan,nan,nan,nan,nan,-0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1144,HIP98532,LTT  7905,-1.21,nan,nan,nan,-0.05,0.46,0.26,0.47,0.37,nan,0.36,0.13,0.01,nan,nan,0.08,nan,nan,nan,nan,0.15,0.39,nan,nan,nan,nan,nan,nan,0.16,nan,nan,nan,nan,nan,0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1145,HIP99938,LTT  8021,-0.72,nan,nan,nan,0.25,0.4,0.36,0.39,0.26,nan,0.32,0.12,0.04,nan,nan,0.12,nan,nan,nan,nan,-0.14,-0.04,nan,nan,nan,nan,nan,nan,-0.12,nan,nan,nan,nan,nan,0.38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1146,HD196892,LTT  8177,-1.09,nan,nan,0.58,0.11,0.38,0.38,0.38,0.33,nan,nan,nan,nan,nan,nan,-0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1147,HD199289,LTT  8296,-1.1,nan,nan,0.57,0.22,0.3,0.31,0.31,0.24,nan,0.36,0.23,-0.06,nan,nan,0.06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1149,HD200654,LTT  8366,-2.8,0.27,nan,nan,0.04,0.29,-0.23,0.53,0.45,-0.01,0.33,nan,-0.23,-0.71,0.09,-0.04,nan,nan,nan,-0.44,0.58,nan,nan,nan,nan,nan,nan,nan,-0.83,nan,nan,nan,0.92,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,MCW9598
1,1151,HD213467,LTT  9059,-1.43,nan,nan,0.54,-0.1,0.3,0.07,0.33,0.33,0.08,nan,0.1,0.3,nan,nan,-0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1152,HD214362,LTT  9116,-1.73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,BUR00
1,1153,HIP114271,LTT  9369,-1.78,nan,nan,nan,0.14,0.29,nan,nan,0.38,nan,0.46,nan,-0.05,nan,nan,0.05,nan,nan,nan,nan,0.08,0.37,nan,nan,nan,nan,nan,nan,-0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1156,HIP60719,LTT 13498,-2.33,nan,nan,nan,0.18,0.45,nan,0.45,0.39,nan,0.29,nan,-0.16,nan,nan,nan,nan,nan,nan,nan,-0.24,0.27,nan,nan,nan,nan,nan,nan,-0.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1157,HIP77946,LTT 14719,-0.95,nan,nan,nan,0.28,0.51,-0.11,0.47,0.36,nan,0.4,0.2,0,nan,nan,0.1,nan,nan,nan,nan,0.01,0.09,nan,nan,nan,nan,nan,nan,-0.02,nan,nan,nan,nan,nan,0.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1158,HIP85007,LTT 15157,-0.48,nan,nan,nan,0.08,0.09,0.02,0.15,0.02,nan,0.04,-0.02,-0.02,nan,nan,0,nan,nan,nan,nan,-0.13,-0.04,nan,nan,nan,nan,nan,nan,0.04,nan,nan,nan,nan,nan,-0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1159,HIP91058,LTT 15478,-0.52,nan,nan,nan,0.17,0.17,0.17,0.27,0.11,nan,0.2,0.13,0.04,nan,nan,0.06,nan,nan,nan,nan,-0.12,0,nan,nan,nan,nan,nan,nan,-0.01,nan,nan,nan,nan,nan,0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1160,HIP97023,LTT 15756,-0.46,nan,nan,nan,0.15,0.19,0.17,0.21,0.13,nan,0.17,0.07,0.05,nan,nan,0.06,nan,nan,nan,nan,-0.21,-0.06,nan,nan,nan,nan,nan,nan,-0.04,nan,nan,nan,nan,nan,0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1161,HIP104660,LTT 16211,-0.94,nan,nan,nan,0.3,0.46,0.41,0.48,0.44,nan,0.36,0.18,0.06,nan,nan,0.06,nan,nan,nan,nan,0,0.13,nan,nan,nan,nan,nan,nan,-0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1162,Leo2,Leo2,-1.04,nan,nan,0.08,-0.29,-0.23,-0.28,0.02,0.02,-0.88,0.06,nan,nan,-0.45,-0.21,-0.31,nan,nan,nan,nan,-0.58,nan,nan,nan,nan,nan,nan,nan,0.22,0.23,nan,nan,0.3,nan,0.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SHE03
1,1163,Leo4-S1,Leo4-S1,-3.19,-0.08,nan,nan,0.01,0.32,nan,nan,0.25,0.29,0.38,nan,-0.45,nan,nan,0.32,nan,nan,nan,-0.68,nan,nan,nan,nan,nan,nan,nan,nan,-1.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SIM10
1,1164,Leo5,Leo5,-1.5,nan,nan,0.65,-0.36,0.08,0.42,nan,0.15,nan,0.44,nan,0.09,-0.41,nan,-0.02,-0.29,nan,nan,nan,-0.61,nan,nan,nan,nan,nan,nan,nan,0.08,0.32,nan,nan,0.34,nan,0.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SHE03
1,1165,HIP31639,NLTT 16773,-0.6,nan,nan,nan,0.11,0.31,0.36,0.33,0.18,nan,0.32,0.22,0.04,nan,nan,0.09,nan,nan,nan,nan,-0.14,nan,nan,nan,nan,nan,nan,nan,-0.17,nan,nan,nan,nan,nan,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1166,HIP32308,NLTT 16927,-0.62,nan,nan,nan,0.1,0.18,0.21,0.25,0.11,nan,0.06,0.02,0,nan,nan,0.09,nan,nan,nan,nan,-0.05,nan,nan,nan,nan,nan,nan,nan,-0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FUL00
1,1167,HD97320,NLTT 26572,-1.23,nan,nan,0.52,0.19,0.29,0.24,0.3,0.25,nan,nan,nan,nan,nan,nan,0.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,JON05
1,1168,CD-71_1234,NLTT 41891,-2.5,nan,nan,nan,nan,0.1,-0.4,nan,0.29,0.08,0.71,nan,-0.1,-0.49,0.23,0.02,nan,nan,nan,-0.61,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RYA91
1,1170,CS30338-119,NLTT 56156,-1.82,0.18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.3,nan,nan,nan,nan,nan,nan,nan,nan,-0.65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LAI07
1,1171,R740,R740,-2.6,nan,nan,nan,nan,0.51,-0.81,0.38,0.37,-0.13,0.4,nan,-0.02,-0.49,-0.09,0.07,nan,nan,nan,0.18,0.07,nan,nan,nan,nan,nan,nan,nan,-0.19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RYA91
1,1172,R841,R841,-3.23,nan,nan,nan,nan,-0.03,-0.66,0.2,0.43,-0.13,0.53,nan,0.09,-0.25,nan,nan,nan,nan,nan,0.18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RYA91
1,1173,S10-14,S10-14,-2.71,nan,nan,nan,-0.74,-0.12,nan,nan,-0.01,nan,0.19,nan,-0.56,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AOK09
1,1174,S1020549,S1020549,-3.81,0.16,nan,nan,-0.12,0.11,nan,0.96,0.27,0.15,0.15,nan,-0.6,nan,nan,nan,nan,nan,nan,-1.76,nan,nan,nan,nan,nan,nan,nan,nan,-1.47,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FRE10b
1,1175,S11-13,S11-13,-2.81,nan,nan,nan,-0.15,-0.11,nan,nan,0.05,-0.2,-0.17,nan,-0.61,nan,nan,0.11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AOK09
1,1176,S11-37,S11-37,-2.89,nan,nan,nan,-0.03,-0.04,nan,nan,0.08,0.15,-0.26,nan,-0.54,nan,nan,0.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.08,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AOK09
1,1177,S12-28,S12-28,-2.8,nan,nan,nan,-0.22,0.1,nan,nan,0.16,-0.05,-0.05,nan,-0.41,nan,nan,0.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AOK09
1,1178,S14-98,S14-98,-2.72,nan,nan,nan,-0.07,-0.1,nan,nan,0.32,-0.19,0.31,nan,-0.52,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AOK09
1,1179,S15-19,S15-19,-3.15,nan,nan,nan,0.16,0.41,nan,nan,0.43,0.24,0.23,nan,-0.51,nan,nan,0.34,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.53,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AOK09
