um, n, k
9.017132552, 1.2894442, 0.0157942
9.025270758, 1.2860144, 0.015989
9.033423668, 1.2825426, 0.0161877
9.04159132, 1.2790282, 0.0163905
9.049773756, 1.2754699, 0.0165973
9.057971014, 1.2718576, 0.0168092
9.066183137, 1.268199, 0.0170255
9.074410163, 1.2644939, 0.0172464
9.082652134, 1.2607411, 0.0174719
9.090909091, 1.2569399, 0.0177022
9.099181074, 1.2530842, 0.0179378
9.107468124, 1.2491715, 0.0181791
9.115770283, 1.2452064, 0.0184258
9.124087591, 1.2411885, 0.0186778
9.132420091, 1.2371159, 0.0189355
9.140767824, 1.2329875, 0.019199
9.149130833, 1.2287909, 0.0194696
9.157509158, 1.2245347, 0.0197465
9.165902841, 1.2202185, 0.0200299
9.174311927, 1.2158414, 0.0203199
9.182736455, 1.2114011, 0.0206168
9.191176471, 1.2068919, 0.0209213
9.199632015, 1.2023075, 0.0212341
9.208103131, 1.1976559, 0.0215546
9.216589862, 1.1929348, 0.021883
9.225092251, 1.1881429, 0.0222197
9.233610342, 1.1832774, 0.0225649
9.242144177, 1.1783242, 0.0229204
9.250693802, 1.1732911, 0.0232854
9.259259259, 1.1681794, 0.0236599
9.267840593, 1.162986, 0.0240445
9.276437848, 1.1577094, 0.0244395
9.285051068, 1.1523415, 0.0248459
9.293680297, 1.1468732, 0.0252648
9.302325581, 1.1413138, 0.0256955
9.310986965, 1.1356615, 0.0261384
9.319664492, 1.1299125, 0.0265941
9.328358209, 1.1240648, 0.0270631
9.337068161, 1.1180986, 0.0275479
9.345794393, 1.1120231, 0.0280477
9.35453695, 1.1058387, 0.0285628
9.36329588, 1.0995427, 0.0290938
9.372071228, 1.0931311, 0.0296414
9.380863039, 1.0865943, 0.0302073
9.389671362, 1.0799172, 0.0307936
9.398496241, 1.0731122, 0.0313993
9.407337723, 1.0661752, 0.0320252
9.416195857, 1.0591029, 0.0326723
9.425070688, 1.0518888, 0.0333419
9.433962264, 1.0445092, 0.0340377
9.442870633, 1.0369701, 0.0347594
9.451795841, 1.0292748, 0.0355074
9.460737938, 1.0214161, 0.0362832
9.46969697, 1.0133892, 0.0370883
9.478672986, 1.0051793, 0.0379256
9.487666034, 0.9967626, 0.0387993
9.496676163, 0.9881541, 0.0397084
9.505703422, 0.9793486, 0.0406547
9.514747859, 0.9703369, 0.0416408
9.523809524, 0.9611109, 0.0426691
9.532888465, 0.9516335, 0.0437468
9.541984733, 0.9419098, 0.0448749
9.551098376, 0.9319401, 0.046055
9.560229446, 0.9217146, 0.0472908
9.56937799, 0.9112198, 0.0485866
9.578544061, 0.9004366, 0.0499481
9.587727709, 0.8893178, 0.0513863
9.596928983, 0.8778863, 0.0529004
9.606147935, 0.8661258, 0.054497
9.615384615, 0.8540207, 0.0561829
9.624639076, 0.84155, 0.0579664
9.633911368, 0.8286566, 0.059864
9.643201543, 0.815331, 0.0618838
9.652509653, 0.8015715, 0.0640336
9.661835749, 0.787349, 0.0663275
9.671179884, 0.7726361, 0.0687808
9.68054211, 0.7573894, 0.0714143
9.689922481, 0.7415177, 0.0742627
9.699321048, 0.7250382, 0.0773389
9.708737864, 0.7079121, 0.0806723
9.718172983, 0.6900882, 0.0842993
9.727626459, 0.6715136, 0.0882631
9.737098345, 0.6520643, 0.0926348
9.746588694, 0.6316885, 0.0974775
9.756097561, 0.6103461, 0.1028639
9.765625, 0.5879565, 0.1088967
9.775171065, 0.5644256, 0.1157088
9.784735812, 0.5396494, 0.1234734
9.794319295, 0.5134069, 0.1324656
9.803921569, 0.4857363, 0.1429367
9.813542689, 0.4565864, 0.1552757
9.823182711, 0.4259995, 0.1699818
9.832841691, 0.3941739, 0.1876784
9.842519685, 0.3614899, 0.2091488
9.852216749, 0.3288753, 0.2350298
9.861932939, 0.29775, 0.2654737
9.871668312, 0.2695518, 0.2999643
9.881422925, 0.2452859, 0.3372856
9.891196835, 0.2251827, 0.3760302
9.900990099, 0.2088037, 0.4152736
9.910802775, 0.1956204, 0.4540561
9.920634921, 0.1849854, 0.4920109
9.930486594, 0.1763496, 0.5290138
9.940357853, 0.1692861, 0.5650555
9.950248756, 0.1634578, 0.6003304
9.960159363, 0.158631, 0.634902
9.970089731, 0.1546297, 0.6687493
9.98003992, 0.1513114, 0.7019572
9.99000999, 0.1485652, 0.7346155
10, 0.146306, 0.766797
10.01001001, 0.1444731, 0.7988231
10.02004008, 0.1430129, 0.8305216
10.03009027, 0.1418829, 0.8619474
10.04016064, 0.1410484, 0.8931609
10.05025126, 0.1404817, 0.9242097
10.06036217, 0.14017, 0.9552683
10.07049345, 0.1401016, 0.9864
10.08064516, 0.1402524, 1.0175177
10.09081736, 0.1406109, 1.0486568
10.1010101, 0.1411687, 1.0798596
10.11122346, 0.1419185, 1.1111577
10.12145749, 0.1428939, 1.1428789
10.13171226, 0.144064, 1.1748034
10.14198783, 0.1454261, 1.2069563
10.15228426, 0.1469807, 1.2393689
10.16260163, 0.1487293, 1.272082
10.17293998, 0.1507013, 1.3052744
10.18329939, 0.1529197, 1.3390648
10.19367992, 0.1553599, 1.3732939
10.20408163, 0.1580305, 1.4080067
10.2145046, 0.1609407, 1.4432387
10.22494888, 0.1641019, 1.4790367
10.23541453, 0.1676233, 1.5158507
10.24590164, 0.1714579, 1.5534196
10.25641026, 0.1756159, 1.5917475
10.26694045, 0.1801205, 1.6308975
10.27749229, 0.1849952, 1.670923
10.28806584, 0.1903339, 1.7121118
10.29866117, 0.1962442, 1.7547342
10.30927835, 0.202674, 1.798535
10.31991744, 0.2096719, 1.8435956
10.33057851, 0.2172924, 1.8900152
10.34126163, 0.2255936, 1.9378844
10.35196687, 0.2349515, 1.9880716
10.3626943, 0.2453, 2.0402186
10.37344398, 0.256711, 2.094368
10.38421599, 0.2693147, 2.1506755
10.3950104, 0.2832597, 2.2093239
10.40582726, 0.2989476, 2.2709239
10.41666667, 0.3170398, 2.336365
10.42752868, 0.3374464, 2.4051247
10.43841336, 0.3605497, 2.4775252
10.44932079, 0.3867872, 2.5538914
10.46025105, 0.4166642, 2.6345944
10.47120419, 0.4525949, 2.7219396
10.48218029, 0.4950949, 2.8154719
10.49317943, 0.5451921, 2.9152682
10.50420168, 0.6045961, 3.021816
10.51524711, 0.6753297, 3.135514
10.52631579, 0.7618482, 3.2576432
10.5374078, 0.8741164, 3.3892684
10.54852321, 1.014378, 3.5260577
10.55966209, 1.1899877, 3.663645
10.57082452, 1.4088776, 3.7946956
10.58201058, 1.6793607, 3.9090579
10.59322034, 2.0278175, 3.9664724
10.60445387, 2.4277067, 3.9213727
10.61571125, 2.8274252, 3.7530816
10.62699256, 3.176554, 3.4650433
10.63829787, 3.427043, 3.0756159
10.64962726, 3.5239966, 2.6400545
10.66098081, 3.4706454, 2.2557452
10.67235859, 3.3486972, 1.9363589
10.68376068, 3.1819844, 1.6814083
10.69518717, 2.9900098, 1.4876034
10.70663812, 2.7866981, 1.3477383
10.71811361, 2.5833771, 1.2616392
10.72961373, 2.3822236, 1.2140566
10.74113856, 2.1827464, 1.1999277
10.75268817, 1.9864997, 1.2198241
10.76426265, 1.7967668, 1.2752113
10.77586207, 1.6199132, 1.3680959
10.78748652, 1.4659919, 1.5002398
10.79913607, 1.3396654, 1.6627527
10.81081081, 1.2458893, 1.847716
10.82251082, 1.1851305, 2.0471783
10.83423619, 1.1550564, 2.2555437
10.84598698, 1.156943, 2.4745829
10.8577633, 1.1898596, 2.7029159
10.86956522, 1.2530963, 2.9388289
10.88139282, 1.3495164, 3.1828194
10.89324619, 1.4836514, 3.4351046
10.90512541, 1.66442, 3.6963396
10.91703057, 1.929513, 3.9636941
10.92896175, 2.2812166, 4.2124052
10.94091904, 2.7320206, 4.4102325
10.95290252, 3.2797048, 4.5143976
10.96491228, 3.9105799, 4.4773021
10.97694841, 4.5515118, 4.1782179
10.98901099, 5.018261, 3.6659935
11.00110011, 5.2847323, 3.0914631
11.01321586, 5.3724384, 2.5281911
11.02535832, 5.319159, 2.0350196
11.03752759, 5.1821861, 1.6415876
11.04972376, 5.011899, 1.3583651
11.0619469, 4.8419404, 1.134455
11.07419712, 4.6780968, 0.9577309
11.0864745, 4.5242381, 0.8178613
11.09877913, 4.3820724, 0.7063517
11.11111111, 4.2538314, 0.6194319
11.12347052, 4.1378269, 0.5492715
11.13585746, 4.031249, 0.4902641
11.14827202, 3.9332497, 0.44042
11.16071429, 3.8429894, 0.3980617
11.17318436, 3.7597611, 0.3618824
11.18568233, 3.6845269, 0.3319871
11.19820829, 3.6144042, 0.3057122
11.21076233, 3.5489206, 0.2825572
11.22334456, 3.487663, 0.2620884
11.23595506, 3.4302368, 0.2439268
11.24859393, 3.3768287, 0.2280356
11.26126126, 3.3269224, 0.2139936
11.27395716, 3.2797005, 0.2012975
11.28668172, 3.234946, 0.1897957
11.29943503, 3.192472, 0.1793562
11.31221719, 3.1520939, 0.1698592
11.32502831, 3.1142354, 0.1614389
11.33786848, 3.0780551, 0.1537058
11.3507378, 3.0434313, 0.1465932
11.36363636, 3.0102508, 0.1400433
11.37656428, 2.9784179, 0.134006
11.38952164, 2.9480169, 0.1284981
11.40250855, 2.9189508, 0.1234687
11.41552511, 2.8909059, 0.1188009
11.42857143, 2.8638215, 0.1144688
11.4416476, 2.8376343, 0.1104477
11.45475372, 2.8122842, 0.1067153
11.46788991, 2.7879548, 0.1033272
11.48105626, 2.7643306, 0.1001817
11.49425287, 2.7413521, 0.0972602
11.50747986, 2.7189727, 0.0945506
11.52073733, 2.6971538, 0.0920427
11.53402537, 2.6759241, 0.089751
11.54734411, 2.6552589, 0.0876744
11.56069364, 2.6350048, 0.0857704
11.57407407, 2.6151297, 0.0840357
11.58748552, 2.5955968, 0.0824674
11.60092807, 2.5763745, 0.0810643
11.61440186, 2.5575123, 0.0798703
11.62790698, 2.5388763, 0.0788495
11.64144354, 2.5204127, 0.0780002
11.65501166, 2.5020869, 0.0773292
11.66861144, 2.4838586, 0.0768449
11.68224299, 2.4657021, 0.0765796
11.69590643, 2.447557, 0.0765725
11.70960187, 2.4293418, 0.0768088
11.72332943, 2.4109995, 0.0773148
11.7370892, 2.3924732, 0.0781223
11.75088132, 2.3736947, 0.0792698
11.76470588, 2.3545222, 0.0809094
11.77856302, 2.3348639, 0.0830653
11.79245283, 2.3146243, 0.0858123
11.80637544, 2.2936788, 0.0892673
11.82033097, 2.2718928, 0.0935741
11.83431953, 2.2490165, 0.0990204
11.84834123, 2.2246535, 0.1061309
11.8623962, 2.1987171, 0.1151386
11.87648456, 2.1709456, 0.1266073
11.89060642, 2.1410575, 0.1412964
11.9047619, 2.1087904, 0.1602036
11.91895113, 2.0733659, 0.1864263
11.93317422, 2.035377, 0.2225229
11.9474313, 1.9963543, 0.2721162
11.96172249, 1.9599098, 0.3403043
11.9760479, 1.9333545, 0.432485
11.99040767, 1.9318111, 0.5548677
12.00480192, 1.9945309, 0.7024032
12.01923077, 2.135828, 0.825054
12.03369434, 2.3290923, 0.873059
12.04819277, 2.5269861, 0.8312312
12.06272618, 2.6781359, 0.7052649
12.07729469, 2.7313058, 0.553192
12.09189843, 2.7312479, 0.4294847
12.10653753, 2.7068954, 0.3339052
12.12121212, 2.671509, 0.2631888
12.13592233, 2.6334834, 0.2118856
12.15066829, 2.596998, 0.1750753
12.16545012, 2.5640757, 0.1489954
12.18026797, 2.5340695, 0.1286341
12.19512195, 2.5067625, 0.1126313
12.21001221, 2.4818931, 0.0999207
12.22493888, 2.4591873, 0.089705
12.23990208, 2.4386914, 0.0816629
12.25490196, 2.4198623, 0.0750394
12.26993865, 2.4023454, 0.0694356
12.28501229, 2.3859913, 0.064667
12.300123, 2.3706629, 0.0605814
12.31527094, 2.3562822, 0.0570779
12.33045623, 2.3428712, 0.054118
12.34567901, 2.3301251, 0.0515031
12.36093943, 2.3179789, 0.0491844
12.37623762, 2.3063774, 0.0471205
12.39157373, 2.2952688, 0.0452757
12.40694789, 2.2846875, 0.0436498
12.42236025, 2.2745368, 0.0421926
12.43781095, 2.2647383, 0.0408668
12.45330012, 2.2552638, 0.0396576
12.46882793, 2.2460897, 0.038552
12.48439451, 2.237201, 0.0375411
12.5, 2.2286339, 0.0366304
12.51564456, 2.2202923, 0.0357878
12.53132832, 2.2121632, 0.035007
12.54705144, 2.2042322, 0.0342823
12.56281407, 2.1964879, 0.0336088
12.57861635, 2.1889472, 0.0329889
12.59445844, 2.1815872, 0.0324146
12.61034048, 2.1743741, 0.0318769
12.62626263, 2.1673009, 0.031373
12.64222503, 2.1603596, 0.0309003
12.65822785, 2.1535461, 0.0304571
12.67427123, 2.1468842, 0.0300476
12.69035533, 2.1403308, 0.0296618
12.7064803, 2.1338797, 0.029298
12.72264631, 2.127527, 0.0289551
12.7388535, 2.1212671, 0.0286316
12.75510204, 2.1151109, 0.0283292
12.77139208, 2.1090498, 0.0280458
12.78772379, 2.1030669, 0.0277779
12.80409731, 2.097158, 0.0275248
12.82051282, 2.0913208, 0.0272857
12.83697047, 2.0855513, 0.0270599
12.85347044, 2.0798688, 0.0268502
12.87001287, 2.0742457, 0.0266522
12.88659794, 2.068681, 0.0264652
12.90322581, 2.0631709, 0.0262888
12.91989664, 2.0577142, 0.0261226
12.93661061, 2.0523164, 0.0259675
12.95336788, 2.0469754, 0.025823
12.97016861, 2.0416789, 0.0256872
12.98701299, 2.0364261, 0.0255599
13.00390117, 2.0312145, 0.0254407
13.02083333, 2.0260427, 0.0253295
13.03780965, 2.0209217, 0.025228
13.05483029, 2.015837, 0.0251337
13.07189542, 2.0107856, 0.0250466
13.08900524, 2.0057669, 0.0249662
13.1061599, 2.0007787, 0.0248926
13.12335958, 1.9958251, 0.0248262
13.14060447, 1.9909048, 0.0247671
13.15789474, 1.986011, 0.024714
13.17523057, 1.9811416, 0.024667
13.19261214, 1.9762958, 0.0246258
13.21003963, 1.9714724, 0.0245903
13.22751323, 1.9666785, 0.0245618
13.24503311, 1.9619044, 0.024539
13.26259947, 1.9571491, 0.0245215
13.28021248, 1.9524108, 0.0245093
13.29787234, 1.9476889, 0.0245023
13.31557923, 1.9429848, 0.0245011
13.33333333, 1.9382992, 0.0245057
13.35113485, 1.9336262, 0.0245154
13.36898396, 1.9289647, 0.02453
13.38688086, 1.9243145, 0.0245496
13.40482574, 1.9196739, 0.024574
13.42281879, 1.9150472, 0.0246045
13.44086022, 1.9104289, 0.0246398
13.4589502, 1.9058174, 0.02468
13.47708895, 1.9012116, 0.024725
13.49527665, 1.8966112, 0.0247747
13.51351351, 1.8920159, 0.0248295
13.53179973, 1.887427, 0.0248899
13.5501355, 1.8828397, 0.0249551
13.56852103, 1.8782541, 0.025025
13.58695652, 1.8736686, 0.0250996
13.60544218, 1.8690829, 0.0251791
13.6239782, 1.8644983, 0.0252642
13.6425648, 1.8599122, 0.0253544
13.66120219, 1.8553225, 0.0254495
13.67989056, 1.8507291, 0.0255493
13.69863014, 1.8461305, 0.0256541
13.71742112, 1.8415275, 0.0257642
13.73626374, 1.8369185, 0.0258801
13.75515818, 1.8323021, 0.026001
13.77410468, 1.8276771, 0.026127
13.79310345, 1.8230435, 0.0262581
13.8121547, 1.8183993, 0.0263943
13.83125864, 1.8137453, 0.0265368
13.85041551, 1.8090788, 0.0266849
13.86962552, 1.8044, 0.0268384
13.88888889, 1.7997071, 0.0269974
13.90820584, 1.7950002, 0.0271619
13.9275766, 1.7902776, 0.0273323
13.94700139, 1.785538, 0.0275095
13.96648045, 1.7807807, 0.0276925
13.98601399, 1.7760055, 0.0278814
14.00560224, 1.7712108, 0.0280764
14.02524544, 1.7663966, 0.0282775
14.04494382, 1.7615597, 0.0284859
14.06469761, 1.7567, 0.0287011
14.08450704, 1.7518167, 0.0289228
14.10437236, 1.7469097, 0.0291512
14.12429379, 1.7419776, 0.0293864
14.14427157, 1.7370189, 0.0296288
14.16430595, 1.7320296, 0.0298796
14.18439716, 1.7270122, 0.0301377
14.20454545, 1.721965, 0.0304033
14.22475107, 1.7168876, 0.0306765
14.24501425, 1.7117783, 0.0309575
14.26533524, 1.7066336, 0.0312476
14.28571429, 1.7014521, 0.0315466
14.30615165, 1.6962355, 0.0318541
14.32664756, 1.6909822, 0.0321702
14.3472023, 1.6856915, 0.0324952
14.36781609, 1.6803602, 0.0328297
14.38848921, 1.6749833, 0.0331752
14.4092219, 1.6695635, 0.0335304
14.43001443, 1.6641009, 0.0338956
14.45086705, 1.6585933, 0.0342711
14.47178003, 1.6530401, 0.0346572
14.49275362, 1.6474335, 0.0350554
14.5137881, 1.6417744, 0.0354659
14.53488372, 1.6360638, 0.0358879
14.55604076, 1.6303008, 0.036322
14.57725948, 1.6244831, 0.0367684
14.59854015, 1.6186092, 0.0372277
14.61988304, 1.6126672, 0.0377026
14.64128843, 1.6066655, 0.0381912
14.6627566, 1.6006014, 0.038694
14.68428781, 1.5944742, 0.0392114
14.70588235, 1.588281, 0.0397438
14.7275405, 1.5820131, 0.0402937
14.74926254, 1.5756687, 0.0408612
14.77104874, 1.569252, 0.0414457
14.79289941, 1.5627598, 0.0420477
14.81481481, 1.5561908, 0.0426678
14.83679525, 1.5495415, 0.0433068
14.85884101, 1.5427953, 0.0439691
14.88095238, 1.5359629, 0.0446519
14.90312966, 1.5290427, 0.045356
14.92537313, 1.5220312, 0.0460821
14.94768311, 1.5149266, 0.0468312
14.97005988, 1.5077147, 0.0476066
14.99250375, 1.5003934, 0.0484093
15.01501502, 1.4929671, 0.0492384
15.03759398, 1.4854336, 0.0500947
15.06024096, 1.4777883, 0.0509795
15.08295626, 1.4700289, 0.051894
15.10574018, 1.4621276, 0.0528453
15.12859304, 1.4541022, 0.0538295
15.15151515, 1.4459479, 0.0548481
15.17450683, 1.4376618, 0.0559026
15.19756839, 1.4292374, 0.0569948
15.22070015, 1.4206591, 0.0581296
15.24390244, 1.4119169, 0.0593101
15.26717557, 1.403021, 0.0605347
15.29051988, 1.3939646, 0.0618055
15.31393568, 1.3847436, 0.0631248
15.33742331, 1.3753501, 0.0644953
15.3609831, 1.3657477, 0.0659283
15.38461538, 1.3559551, 0.0674197
15.40832049, 1.3459691, 0.0689718
15.43209877, 1.3357803, 0.0705883
15.45595054, 1.325382, 0.0722727
15.47987616, 1.3147484, 0.0740339
15.50387597, 1.3038616, 0.0758794
15.52795031, 1.2927343, 0.0778074
15.55209953, 1.2813579, 0.0798227
15.57632399, 1.2697203, 0.0819312
15.60062402, 1.2578123, 0.0841387
15.625, 1.2455739, 0.086467
15.64945227, 1.2330297, 0.0889122
15.67398119, 1.2201707, 0.0914809
15.69858713, 1.2069842, 0.0941817
15.72327044, 1.193452, 0.0970249
15.7480315, 1.1795373, 0.1000291
15.77287066, 1.1651981, 0.1032154
15.79778831, 1.1504564, 0.1065836
15.82278481, 1.13529, 0.1101493
15.84786054, 1.1196795, 0.1139293
15.87301587, 1.1035993, 0.117943
15.89825119, 1.0869559, 0.1222401
15.92356688, 1.0697693, 0.1268277
15.94896332, 1.0520253, 0.1317285
15.97444089, 1.0336903, 0.1369756
16, 1.0147344, 0.142605
16.02564103, 0.9950866, 0.1486753
16.05136437, 0.9746605, 0.1552608
16.07717042, 0.9534866, 0.1623882
16.10305958, 0.9315234, 0.1701255
16.12903226, 0.9087283, 0.1785522
16.15508885, 0.8850589, 0.1877616
16.18122977, 0.8603561, 0.1979334
16.20745543, 0.8346536, 0.2091656
16.23376623, 0.8079515, 0.2215999
16.2601626, 0.7802354, 0.2354231
16.28664495, 0.751516, 0.250853
16.3132137, 0.7217916, 0.2681821
16.33986928, 0.6910608, 0.287797
16.36661211, 0.6596414, 0.3099116
16.39344262, 0.6278208, 0.3348407
16.42036125, 0.5960096, 0.3628579
16.44736842, 0.5647402, 0.394137
16.47446458, 0.5344954, 0.4289182
16.50165017, 0.5060166, 0.4669074
16.52892562, 0.4799081, 0.5076097
16.55629139, 0.4565369, 0.5504569
16.58374793, 0.4360497, 0.5948352
16.61129568, 0.4183808, 0.6402675
16.63893511, 0.4033276, 0.6865548
16.66666667, 0.3907125, 0.7330431
16.69449082, 0.3802582, 0.7795082
16.72240803, 0.3716986, 0.8258173
16.75041876, 0.3647953, 0.8719043
16.77852349, 0.3593634, 0.9180613
16.80672269, 0.3552438, 0.9641557
16.83501684, 0.3522879, 1.0100789
16.86340641, 0.3503776, 1.0558769
16.89189189, 0.349417, 1.101603
16.92047377, 0.3493445, 1.1473944
16.94915254, 0.3501835, 1.1936735
16.97792869, 0.3518198, 1.2400999
17.00680272, 0.3542192, 1.2867386
17.03577513, 0.3573571, 1.3336549
17.06484642, 0.3612171, 1.3809125
17.09401709, 0.3659134, 1.4289558
17.12328767, 0.3714332, 1.4777411
17.15265866, 0.3777245, 1.5271288
17.18213058, 0.3848047, 1.5771899
17.21170396, 0.3926966, 1.6279962
17.24137931, 0.4014625, 1.6797004
17.27115717, 0.4114294, 1.7329971
17.30103806, 0.4224048, 1.7873604
17.33102253, 0.4344515, 1.8428794
17.36111111, 0.4476396, 1.8996446
17.39130435, 0.4620459, 1.9577479
17.42160279, 0.4781087, 2.0178707
17.45200698, 0.4959632, 2.0800576
17.48251748, 0.5155378, 2.1440473
17.51313485, 0.536993, 2.2099648
17.54385965, 0.5605062, 2.2779386
17.57469244, 0.5863342, 2.3481805
17.6056338, 0.6158422, 2.4220862
17.6366843, 0.6485008, 2.4986794
17.66784452, 0.6846893, 2.57812
17.69911504, 0.7248299, 2.6605637
17.73049645, 0.7693872, 2.7461641
17.76198934, 0.8202457, 2.8360429
17.79359431, 0.878621, 2.930326
17.82531194, 0.9444949, 3.0282722
17.85714286, 1.0189548, 3.1298447
17.88908766, 1.1032133, 3.2349248
17.92114695, 1.1986612, 3.3433416
17.95332136, 1.3136336, 3.455668
17.98561151, 1.4459405, 3.5688143
18.01801802, 1.5980494, 3.6807635
18.05054152, 1.7724525, 3.7888212
18.08318264, 1.9716161, 3.8896515
18.11594203, 2.2040641, 3.9748852
18.14882033, 2.4720185, 4.0308976
18.18181818, 2.766144, 4.0502176
18.21493625, 3.0795164, 4.0235672
18.24817518, 3.4025919, 3.9430985
18.28153565, 3.722954, 3.8018143
18.31501832, 4.0042353, 3.5785329
18.34862385, 4.2323189, 3.3119187
18.38235294, 4.4024277, 3.0200272
18.41620626, 4.5137534, 2.7183523
18.4501845, 4.5691986, 2.4216921
18.48428835, 4.5709696, 2.1470444
18.51851852, 4.5349226, 1.9047494
18.5528757, 4.4785295, 1.6899526
18.58736059, 4.4079919, 1.5013559
18.62197393, 4.3285365, 1.3371171
18.65671642, 4.2443423, 1.1948661
18.69158879, 4.1588826, 1.076951
18.72659176, 4.074903, 0.9742552
18.76172608, 3.9931428, 0.8843541
18.79699248, 3.9141397, 0.8055857
18.83239171, 3.8382504, 0.7364539
18.86792453, 3.76613, 0.6765719
18.90359168, 3.6980658, 0.6247256
18.93939394, 3.6332271, 0.5783908
18.97533207, 3.5714965, 0.5369222
19.01140684, 3.5127449, 0.4997395
19.04761905, 3.4568336, 0.4663279
19.08396947, 3.4043624, 0.4370669
19.12045889, 3.3544238, 0.4105847
19.15708812, 3.3067496, 0.3864599
19.19385797, 3.2612102, 0.3644532
19.23076923, 3.2176814, 0.3443485
19.26782274, 3.1762507, 0.3261271
19.30501931, 3.1369343, 0.3096904
19.34235977, 3.0991931, 0.2945197
19.37984496, 3.0629373, 0.2805051
19.41747573, 3.0280817, 0.2675457
19.45525292, 2.994545, 0.2555491
19.49317739, 2.9625781, 0.2446489
19.53125, 2.9317994, 0.234546
19.56947162, 2.9020662, 0.2251279
19.60784314, 2.8733218, 0.2163429
19.64636542, 2.8455126, 0.2081436
19.68503937, 2.818671, 0.2005346
19.72386588, 2.7928467, 0.1935255
19.76284585, 2.7677712, 0.186951
19.8019802, 2.7434063, 0.1807832
19.84126984, 2.7197154, 0.1749957
19.88071571, 2.6966615, 0.169564
19.92031873, 2.6743679, 0.1645446
19.96007984, 2.6526701, 0.1598464
20, 2.6314878, 0.1554265
20.04008016, 2.6107948, 0.1512699
20.08032129, 2.5905659, 0.1473628
20.12072435, 2.5708127, 0.1437099
20.16129032, 2.5515802, 0.140332
20.2020202, 2.532721, 0.1371588
20.24291498, 2.5142157, 0.1341822
20.28397566, 2.4960442, 0.1313948
20.32520325, 2.4781876, 0.12879
20.36659878, 2.4607055, 0.1264009
20.40816327, 2.4435205, 0.1241951
20.44989775, 2.4265826, 0.1221532
20.49180328, 2.4098756, 0.120273
20.5338809, 2.3933833, 0.1185531
20.57613169, 2.3771057, 0.1170022
20.6185567, 2.3610704, 0.1156517
20.66115702, 2.3451917, 0.1144642
20.70393375, 2.3294554, 0.1134442
20.74688797, 2.3138471, 0.1125975
20.79002079, 2.2983525, 0.1119315
20.83333333, 2.2829914, 0.1114944
20.87682672, 2.2677252, 0.1112866
20.92050209, 2.2525225, 0.1113073
20.96436059, 2.2373714, 0.1115775
21.00840336, 2.2222617, 0.1121223
21.05263158, 2.2071898, 0.1129836
21.09704641, 2.192173, 0.114283
21.14164905, 2.1771836, 0.1160003
21.18644068, 2.1622322, 0.1181955
21.23142251, 2.1473401, 0.1209377
21.27659574, 2.1325417, 0.1243053
21.32196162, 2.1179523, 0.1285287
21.36752137, 2.1037073, 0.1337212
21.41327623, 2.0899549, 0.1399169
21.45922747, 2.0769324, 0.1472059
21.50537634, 2.064945, 0.1556423
21.55172414, 2.0544229, 0.1652497
21.59827214, 2.0465429, 0.1759573
21.64502165, 2.0414526, 0.1868951
21.69197397, 2.0394671, 0.197191
21.73913043, 2.0405765, 0.2058047
21.78649237, 2.0444038, 0.2116241
21.83406114, 2.0500052, 0.2128512
21.88183807, 2.0550554, 0.2092521
21.92982456, 2.0581062, 0.2021158
21.97802198, 2.0584035, 0.1924549
22.02643172, 2.0555925, 0.1813496
22.07505519, 2.0496933, 0.1698538
22.12389381, 2.0406752, 0.1591179
22.172949, 2.0299244, 0.1494083
22.22222222, 2.0178704, 0.1408036
22.27171492, 2.004873, 0.1333092
22.32142857, 1.991226, 0.1268703
22.37136465, 1.9771379, 0.121517
22.42152466, 1.9628228, 0.1170683
22.47191011, 1.9483883, 0.1132902
22.52252252, 1.9338835, 0.1100989
22.57336343, 1.9193424, 0.1074189
22.62443439, 1.904786, 0.1051837
22.67573696, 1.8902556, 0.1034269
22.72727273, 1.8757201, 0.1019787
22.77904328, 1.861174, 0.1008053
22.83105023, 1.8466097, 0.0998781
22.88329519, 1.832019, 0.0991725
22.93577982, 1.8173993, 0.0986902
22.98850575, 1.8027344, 0.0984079
23.04147465, 1.7880009, 0.0982841
23.09468822, 1.7731873, 0.098309
23.14814815, 1.7582809, 0.0984743
23.20185615, 1.743269, 0.0987731
23.25581395, 1.7281375, 0.0992273
23.31002331, 1.7128669, 0.099803
23.36448598, 1.6974441, 0.1004964
23.41920375, 1.6818556, 0.1013063
23.4741784, 1.6660879, 0.102232
23.52941176, 1.6501201, 0.103284
23.58490566, 1.6339288, 0.1044665
23.64066194, 1.6175066, 0.1057675
23.69668246, 1.6008382, 0.1071902
23.75296912, 1.583907, 0.1087384
23.80952381, 1.5666962, 0.1104166
23.86634845, 1.5491548, 0.1122518
23.92344498, 1.5312847, 0.1142325
23.98081535, 1.5130695, 0.1163639
24.03846154, 1.4944879, 0.1186547
24.09638554, 1.475517, 0.121115
24.15458937, 1.4561136, 0.1237662
24.21307506, 1.4362292, 0.1266308
24.27184466, 1.415868, 0.1297069
24.33090024, 1.3950003, 0.1330115
24.3902439, 1.3735939, 0.1365639
24.44987775, 1.3516145, 0.1403863
24.50980392, 1.3289528, 0.1445373
24.57002457, 1.3056138, 0.1490247
24.63054187, 1.2815654, 0.153877
24.69135802, 1.2567598, 0.1591339
24.75247525, 1.2311445, 0.1648416
24.81389578, 1.2046245, 0.1710728
